loc_rowid,toi,tid,tfopwg_disp
6222,6437.01,139707575,PC
6223,6438.01,332383229,PC
6224,6439.01,122981686,APC
6225,644.01,63303499,FP
6226,6440.01,348297468,PC
6227,6441.01,422031406,PC
6228,6442.01,97921547,CP
6229,6443.01,125563127,PC
6230,6444.01,97588014,PC
6231,6445.01,323569398,PC
6232,6446.01,122798633,PC
6233,6447.01,347442932,FP
6234,6448.01,320411045,CP
6235,6449.01,168936945,PC
6236,645.01,157568289,FP
6237,6450.01,47244580,PC
6238,6451.01,150559728,PC
6239,6452.01,7562528,PC
6240,6453.01,66242670,PC
6241,6454.01,146413471,PC
6242,6454.02,146413471,PC
6243,6455.01,255588086,PC
6244,6456.01,270456887,APC
6245,6457.01,328502522,PC
6246,6458.01,2507547,PC
6247,6459.01,238317637,PC
6248,646.01,238197709,FP
6249,6460.01,93862917,PC
6250,6461.01,123133954,PC
6251,6462.01,453009027,PC
6252,6463.01,180989820,PC
6253,6464.01,190643105,PC
6254,6465.01,184801054,PC
6255,6466.01,186707229,PC
6256,6467.01,385157401,PC
6257,6468.01,180931993,PC
6258,6469.01,4598935,PC
6259,647.01,92992033,PC
6260,6470.01,12061971,PC
6261,6471.01,410901394,PC
6262,6472.01,140706833,PC
6263,6473.01,410303247,PC
6264,6474.01,189097100,PC
6265,6475.01,132314633,PC
6266,6476.01,380528770,PC
6267,6477.01,11927677,PC
6268,6478.01,332657786,PC
6269,6479.01,181208298,PC
6270,648.01,78672342,FP
6271,6480.01,81089255,PC
6272,6481.01,101225566,PC
6273,6482.01,189300053,PC
6274,6483.01,355449539,PC
6275,6484.01,294394558,PC
6276,6485.01,281286325,PC
6277,6486.01,46772529,FP
6278,6487.01,37754672,PC
6279,6488.01,238124845,PC
6280,6489.01,423445163,PC
6281,649.01,35582553,PC
6282,6490.01,118754987,PC
6283,6491.01,25212199,PC
6284,6492.01,47143972,PC
6285,6493.01,445522339,APC
6286,6494.01,438376091,PC
6287,6495.01,36808091,PC
6288,6496.01,374741750,PC
6289,6497.01,303426966,PC
6290,6498.01,371596277,PC
6291,6499.01,45881495,PC
6292,650.01,349373192,FP
6293,6500.01,72806004,PC
6294,6501.01,35973654,PC
6295,6502.01,75580659,PC
6296,6503.01,358838026,PC
6297,6504.01,177257073,PC
6298,6505.01,376800517,PC
6299,6506.01,469008497,PC
6300,6507.01,54145416,PC
6301,6508.01,142277868,CP
6302,6509.01,358164738,PC
6303,651.01,72090501,PC
6304,6510.01,361154154,PC
6305,6511.01,303030789,PC
6306,6512.01,72542944,PC
6307,6513.01,29780740,PC
6308,6514.01,439618305,PC
6309,6515.01,101961987,PC
6310,6516.01,446524637,PC
6311,6517.01,5709314,PC
6312,6518.01,139314045,PC
6313,6519.01,188128470,PC
6314,652.01,22221375,CP
6315,6520.01,382688257,PC
6316,6521.01,382187347,PC
6317,6522.01,71674064,PC
6318,6523.01,167720788,PC
6319,6524.01,356921678,PC
6320,6525.01,147193084,PC
6321,6526.01,57694405,PC
6322,6527.01,437774844,PC
6323,6528.01,363417404,PC
6324,6529.01,54238138,PC
6325,653.01,33153766,FP
6326,6530.01,49066806,PC
6327,6531.01,297853363,PC
6328,6532.01,72542131,PC
6329,6533.01,464544047,PC
6330,6534.01,459604398,PC
6331,6535.01,46104747,PC
6332,6536.01,280647591,PC
6333,6537.01,80384677,PC
6334,6538.01,306248357,PC
6335,6539.01,310497279,PC
6336,654.01,35009898,CP
6337,6540.01,142171554,PC
6338,6541.01,457337619,PC
6339,6542.01,255851356,FP
6340,6543.01,390151888,PC
6341,6544.01,161738745,PC
6342,6545.01,72504017,PC
6343,6546.01,9385460,KP
6344,6547.01,915110182,KP
6345,6548.01,302212110,PC
6346,6549.01,290777444,PC
6347,655.01,35516889,KP
6348,6550.01,133850380,PC
6349,6551.01,166527623,KP
6350,6552.01,220460087,PC
6351,6553.01,324422520,PC
6352,6554.01,94483093,PC
6353,6555.01,259606227,PC
6354,6556.01,179739873,PC
6355,6557.01,141074654,PC
6356,6558.01,420529106,PC
6357,6559.01,313671132,PC
6358,656.01,36734222,KP
6359,6560.01,47667,APC
6360,6561.01,3728481,PC
6361,6562.01,368713985,PC
6362,6563.01,210441429,PC
6363,6564.01,453668803,PC
6364,6565.01,392914193,PC
6365,6566.01,121560868,PC
6366,6567.01,366316586,PC
6367,6568.01,253126207,PC
6368,6569.01,22560356,PC
6369,657.01,48103627,CP
6370,6570.01,73310180,PC
6371,6571.01,243550555,PC
6372,6572.01,124617560,PC
6373,6573.01,419503191,PC
6374,6574.01,464542805,PC
6375,6575.01,272251987,PC
6376,6576.01,304363215,PC
6377,6577.01,144321743,PC
6378,6578.01,144077896,PC
6379,6579.01,308010949,PC
6380,658.01,48476907,FP
6381,6580.01,170627138,PC
6382,6581.01,94012094,PC
6383,6582.01,438629686,PC
6384,6583.01,377771417,PC
6385,6584.01,374155286,PC
6386,6585.01,162729620,FP
6387,6586.01,363259409,PC
6388,6587.01,131312528,PC
6389,6588.01,289389326,PC
6390,6589.01,91794828,PC
6391,659.01,48476908,PC
6392,6590.01,72123144,PC
6393,6591.01,463868678,PC
6394,6592.01,398945279,PC
6395,6593.01,241297273,PC
6396,6594.01,49411575,PC
6397,6595.01,361344753,PC
6398,6596.01,306249066,PC
6399,6597.01,131195882,PC
6400,6598.01,22452837,PC
6401,6599.01,166145361,PC
6402,660.01,53189332,KP
6403,6600.01,325647810,PC
6404,6601.01,167573692,PC
6405,6602.01,392027961,PC
6406,6603.01,90048949,PC
6407,6604.01,56884,PC
6408,6605.01,263207857,PC
6409,6606.01,242532142,PC
6410,6607.01,400968492,PC
6411,6608.01,366315051,PC
6412,6609.01,291668351,PC
6413,661.01,53735810,KP
6414,6610.01,289076007,PC
6415,6611.01,403368444,PC
6416,6612.01,76706043,PC
6417,6613.01,426904354,PC
6418,6614.01,149179763,PC
6419,6615.01,145804834,PC
6420,6616.01,349503728,PC
6421,6617.01,439381274,PC
6422,6618.01,350432166,PC
6423,6619.01,399195246,PC
6424,662.01,54085154,FP
6425,6620.01,241592217,PC
6426,6621.01,374908396,PC
6427,6622.01,260539542,PC
6428,6623.01,207937389,PC
6429,6624.01,443199889,PC
6430,6625.01,258409964,PC
6431,6626.01,148691985,PC
6432,6627.01,411463659,PC
6433,6628.01,75650448,CP
6434,6629.01,160442729,PC
6435,663.01,54962195,CP
6436,663.02,54962195,CP
6437,663.03,54962195,CP
6438,6630.01,312612366,PC
6439,6631.01,457446242,PC
6440,6632.01,292349703,PC
6441,6633.01,38584799,PC
6442,6634.01,400491269,PC
6443,6635.01,330424797,PC
6444,6636.01,209054294,PC
6445,6637.01,256124756,APC
6446,6638.01,460316238,PC
6447,6639.01,446918603,PC
6448,664.01,55092869,KP
6449,6640.01,167654347,PC
6450,6641.01,241525834,PC
6451,6642.01,23111,PC
6452,6643.01,332887363,PC
6453,6644.01,149450435,PC
6454,6645.01,15827263,FP
6455,6646.01,346855283,PC
6456,6647.01,439943973,PC
6457,6648.01,440150441,PC
6458,6649.01,258940847,PC
6459,665.01,73723286,FP
6460,6650.01,64837857,PC
6461,6650.02,64837857,PC
6462,6650.03,64837857,PC
6463,6650.04,64837857,PC
6464,6651.01,174328045,CP
6465,6652.01,283884522,PC
6466,6653.01,150901009,PC
6467,6654.01,278726770,FP
6468,6655.01,304690618,PC
6469,6655.02,304690618,PC
6470,6656.01,262457587,FA
6471,6657.01,96475638,PC
6472,6658.01,292221593,PC
6473,6659.01,272768631,PC
6474,666.01,82128636,APC
6475,6660.01,468178519,PC
6476,6661.01,355895977,PC
6477,6662.01,418343229,PC
6478,6663.01,415732733,PC
6479,6664.01,147561732,PC
6480,6665.01,192014454,PC
6481,6666.01,256429408,PC
6482,6667.01,161169240,APC
6483,6668.01,206361691,PC
6484,6669.01,333736132,CP
6485,667.01,101955023,KP
6486,6670.01,126797048,PC
6487,6671.01,53843023,PC
6488,6672.01,331644554,PC
6489,6673.01,99989903,PC
6490,6674.01,452920657,PC
6491,6675.01,141522677,PC
6492,6676.01,423360793,PC
6493,6677.01,62085710,PC
6494,6678.01,253864764,PC
6495,6679.01,344034178,PC
6496,668.01,102195674,APC
6497,6680.01,6898572,PC
6498,6681.01,425817867,KP
6499,6682.01,254141733,PC
6500,6683.01,394126269,PC
6501,6684.01,273270473,PC
6502,6685.01,6764171,PC
6503,6686.01,269217040,KP
6504,6687.01,396246765,PC
6505,6688.01,464658144,PC
6506,6689.01,410119093,PC
6507,669.01,124573851,CP
6508,6690.01,149989864,PC
6509,6690.02,149989864,PC
6510,6691.01,382258844,PC
6511,6692.01,324609409,PC
6512,6693.01,35377903,FP
6513,6694.01,27414976,PC
6514,6695.01,118339710,PC
6515,6696.01,104195270,FP
6516,6697.01,441546821,CP
6517,6697.02,441546821,PC
6518,6698.01,5966772,PC
6519,6699.01,341405597,PC
6520,670.01,147660201,FP
6521,6700.01,167085203,PC
6522,6701.01,349789882,PC
6523,6702.01,179442778,PC
6524,6703.01,255560319,PC
6525,6704.01,342449055,PC
6526,6704.02,342449055,PC
6527,6705.01,379717270,PC
6528,6706.01,411731278,PC
6529,6707.01,287328202,PC
6530,6708.01,269849065,PC
6531,6709.01,20375215,PC
6532,671.01,151681127,APC
6533,6710.01,143842198,PC
6534,6711.01,303364023,FP
6535,6712.01,192943720,PC
6536,6713.01,428673146,PC
6537,6714.01,261264800,APC
6538,6715.01,460950389,PC
6539,6716.01,112115898,PC
6540,6717.01,34986694,PC
6541,6718.01,405428714,PC
6542,6719.01,92449173,KP
6543,672.01,151825527,CP
6544,6720.01,281541545,KP
6545,6721.01,253917292,PC
6546,6722.01,220524097,PC
6547,6723.01,370010846,PC
6548,6724.01,261646133,PC
6549,6725.01,150320610,PC
6550,6726.01,121490076,KP
6551,6727.01,47482754,PC
6552,6728.01,287326127,PC
6553,6729.01,426032475,PC
6554,6729.02,426032475,PC
6555,673.01,151959065,FP
6556,6730.01,382521776,PC
6557,6731.01,9032367,PC
6558,6732.01,349891396,PC
6559,6733.01,221566773,PC
6560,6734.01,412666676,PC
6561,6735.01,76899250,PC
6562,6736.01,324150445,PC
6563,6737.01,171886633,PC
6564,6738.01,89417257,PC
6565,6739.01,91324328,PC
6566,674.01,158588995,CP
6567,6740.01,174070181,PC
6568,6741.01,263203229,FP
6569,6742.01,307232923,PC
6570,6743.01,361403927,PC
6571,6744.01,345056639,PC
6572,6745.01,301247383,PC
6573,6746.01,367900542,PC
6574,6747.01,343717397,APC
6575,6748.01,421056636,PC
6576,6749.01,426901646,PC
6577,675.01,169226822,KP
6578,6750.01,299876474,FP
6579,6751.01,381448973,PC
6580,6752.01,87422071,PC
6581,6753.01,301248781,PC
6582,6754.01,261192051,PC
6583,6755.01,381468938,PC
6584,6756.01,314193010,PC
6585,6757.01,89659632,PC
6586,6758.01,383313006,PC
6587,6759.01,57011946,PC
6588,676.01,219187649,PC
6589,6760.01,361467239,PC
6590,6761.01,234540647,PC
6591,6762.01,360224870,PC
6592,6763.01,96829917,PC
6593,6764.01,148523092,FP
6594,6765.01,420369105,PC
6595,6766.01,311856080,PC
6596,6767.01,90156362,PC
6597,6768.01,365952328,FP
6598,6769.01,304430662,PC
6599,677.01,280206394,CP
6600,6770.01,375297961,PC
6601,6771.01,61621800,PC
6602,6772.01,469813927,PC
6603,6773.01,355138852,PC
6604,6774.01,79660831,PC
6605,6775.01,100263315,APC
6606,6776.01,344552721,PC
6607,6777.01,32443914,PC
6608,6778.01,421990278,PC
6609,6779.01,467931774,PC
6610,678.01,294395926,PC
6611,6780.01,419738713,PC
6612,6781.01,411955845,PC
6613,6782.01,254209017,PC
6614,6783.01,291013124,PC
6615,6784.01,253857911,PC
6616,6785.01,219978369,PC
6617,6786.01,253788533,PC
6618,6787.01,201658484,PC
6619,6788.01,319568755,PC
6620,6789.01,90935909,PC
6621,679.01,308050066,FP
6622,6790.01,129458276,PC
6623,6791.01,101272159,PC
6624,6792.01,326327260,PC
6625,6793.01,352438619,PC
6626,6794.01,408609355,PC
6627,6795.01,269372232,PC
6628,6796.01,32046665,PC
6629,6797.01,164249928,APC
6630,6798.01,290403522,PC
6631,6799.01,387295547,PC
6632,680.01,335499997,APC
6633,6800.01,254174907,PC
6634,6801.01,90935995,PC
6635,6802.01,262470965,APC
6636,6803.01,166495921,PC
6637,6804.01,100264497,PC
6638,6805.01,112989868,APC
6639,6806.01,144327080,APC
6640,6807.01,441076258,PC
6641,6808.01,261680542,PC
6642,6809.01,29821723,PC
6643,681.01,410450228,PC
6644,6810.01,214515989,PC
6645,6811.01,129711632,PC
6646,6812.01,92443533,PC
6647,6813.01,364267778,PC
6648,6814.01,211352962,PC
6649,6815.01,233964924,PC
6650,6816.01,278525028,PC
6651,6817.01,402027382,PC
6652,6818.01,281666033,PC
6653,6819.01,327917279,PC
6654,682.01,429304876,CP
6655,6820.01,350821320,PC
6656,6821.01,197643976,KP
6657,6822.01,261679541,PC
6658,6823.01,259884973,PC
6659,6824.01,197642926,PC
6660,6825.01,197598125,PC
6661,6826.01,55450156,PC
6662,6827.01,302453291,PC
6663,6828.01,278666476,PC
6664,6829.01,469967533,PC
6665,683.01,437248515,KP
6666,6830.01,29430403,PC
6667,6831.01,380884709,PC
6668,6832.01,8995204,PC
6669,6833.01,4610830,KP
6670,6834.01,49735922,KP
6671,6835.01,301235044,KP
6672,6836.01,422618449,KP
6673,6837.01,262584907,PC
6674,6838.01,278892590,KP
6675,6839.01,126982911,PC
6676,684.01,462162948,PC
6677,6840.01,380886534,PC
6678,6841.01,257467784,PC
6679,6842.01,58858008,PC
6680,6843.01,369474541,PC
6681,6844.01,311086350,PC
6682,6845.01,399571743,PC
6683,6846.01,254296853,PC
6684,6847.01,150063444,PC
6685,6848.01,230982415,PC
6686,6849.01,434100688,FP
6687,685.01,281731203,KP
6688,6850.01,9166136,PC
6689,6851.01,350861689,PC
6690,6852.01,166671025,PC
6691,6853.01,197808753,PC
6692,6854.01,55363630,PC
6693,6855.01,274017513,PC
6694,6856.01,254301731,PC
6695,6857.01,281596890,PC
6696,6858.01,201254754,PC
6697,6859.01,237909527,PC
6698,686.01,339857675,PC
6699,6860.01,36646052,PC
6700,6861.01,293267224,PC
6701,6862.01,408508003,PC
6702,6863.01,419957314,PC
6703,6864.01,25959926,PC
6704,6865.01,405269313,PC
6705,6866.01,344224831,FP
6706,6867.01,405230669,PC
6707,6868.01,408506314,PC
6708,6869.01,28872266,PC
6709,687.01,74534430,PC
6710,6870.01,58726656,PC
6711,6871.01,426471754,PC
6712,6872.01,150096001,KP
6713,6873.01,67395329,PC
6714,6874.01,4426490,FP
6715,6875.01,403693870,PC
6716,6876.01,377024332,FP
6717,6877.01,365007485,KP
6718,6878.01,262135904,FP
6719,6879.01,364955057,PC
6720,688.01,339636032,FP
6721,6880.01,4486230,PC
6722,6881.01,431899136,PC
6723,6882.01,293075732,FP
6724,6883.01,393818343,CP
6725,6884.01,156514476,PC
6726,6885.01,154067753,PC
6727,6886.01,397053253,PC
6728,6887.01,39174810,PC
6729,6888.01,312543349,PC
6730,6889.01,282794970,PC
6731,689.01,445822015,FP
6732,6890.01,5364106,PC
6733,6891.01,165312726,PC
6734,6892.01,253054954,PC
6735,6893.01,272125414,PC
6736,6894.01,67512645,CP
6737,6895.01,252537013,FP
6738,6896.01,9707944,PC
6739,6897.01,89043973,PC
6740,6898.01,441158994,PC
6741,6899.01,139879080,PC
6742,690.01,101497191,FP
6743,6900.01,140893722,PC
6744,6901.01,262928973,PC
6745,6902.01,167656187,PC
6746,6903.01,9216075,APC
6747,6904.01,387294150,PC
6748,6905.01,354846183,PC
6749,6906.01,195192253,PC
6750,6907.01,198185513,PC
6751,6908.01,197039766,PC
6752,6909.01,252913663,PC
6753,691.01,156991337,FP
6754,6910.01,288471046,PC
6755,6911.01,428812049,PC
6756,6912.01,67181830,PC
6757,6913.01,121070864,PC
6758,6914.01,59369068,PC
6759,6915.01,367439938,PC
6760,6916.01,264159776,PC
6761,6917.01,47220926,PC
6762,6918.01,365509373,PC
6763,6919.01,69054388,APC
6764,692.01,320417762,FA
6765,6920.01,84126162,FP
6766,6921.01,58474992,FP
6767,6922.01,114422211,PC
6768,6923.01,418184767,PC
6769,6924.01,91777086,PC
6770,6925.01,57147191,PC
6771,6926.01,76731445,PC
6772,6927.01,67349298,PC
6773,6928.01,45376816,PC
6774,6929.01,49524528,PC
6775,693.01,458589703,FA
6776,6930.01,462507821,PC
6777,6931.01,307375528,PC
6778,6932.01,63307816,PC
6779,6933.01,78290597,PC
6780,6934.01,19560484,PC
6781,6935.01,270048796,PC
6782,6936.01,63082902,PC
6783,6937.01,294434193,PC
6784,6938.01,114600571,PC
6785,6939.01,88929544,PC
6786,694.01,55383975,FP
6787,6940.01,421006834,PC
6788,6941.01,74389253,PC
6789,6942.01,238506223,PC
6790,6943.01,262137985,PC
6791,6944.01,421005422,PC
6792,6945.01,392022763,PC
6793,6946.01,14435301,PC
6794,6947.01,457039843,PC
6795,6948.01,438329568,APC
6796,6949.01,45905504,PC
6797,695.01,55559618,PC
6798,6950.01,165965790,PC
6799,6951.01,83180637,PC
6800,6952.01,400466395,FP
6801,6953.01,70435923,APC
6802,6954.01,443607377,PC
6803,6955.01,81963214,PC
6804,6956.01,294350792,PC
6805,6957.01,30853990,PC
6806,6958.01,219108677,PC
6807,6959.01,230013442,PC
6808,696.01,77156829,CP
6809,696.02,77156829,CP
6810,696.03,77156829,CP
6811,6960.01,204496071,APC
6812,6961.01,404715325,PC
6813,6962.01,435339558,KP
6814,6963.01,56658270,CP
6815,6964.01,243208884,PC
6816,6965.01,80224448,PC
6817,6965.02,80224448,PC
6818,6966.01,243030574,PC
6819,6967.01,27635334,KP
6820,6968.01,121990418,PC
6821,6969.01,17129975,FP
6822,6969.02,17129975,PC
6823,697.01,77253676,APC
6824,6970.01,271749758,KP
6825,6971.01,354031707,PC
6826,6972.01,219824470,PC
6827,6973.01,427765233,PC
6828,6974.01,348684814,PC
6829,6975.01,158381418,APC
6830,6976.01,5972036,PC
6831,6977.01,436575927,KP
6832,6978.01,320847025,PC
6833,6979.01,26078330,KP
6834,698.01,141527579,PC
6835,6980.01,422912527,PC
6836,6981.01,443823169,PC
6837,6982.01,113921235,CP
6838,6983.01,368628986,PC
6839,6984.01,83181153,KP
6840,6985.01,59490344,PC
6841,6986.01,366302410,PC
6842,6987.01,21035365,PC
6843,6988.01,70897115,PC
6844,6989.01,261141602,FP
6845,699.01,149302744,PC
6846,699.02,149302744,PC
6847,699.03,149302744,PC
6848,6990.01,353302490,PC
6849,6991.01,440562226,APC
6850,6992.01,259330386,PC
6851,6993.01,408656366,APC
6852,6994.01,55390413,FP
6853,6995.01,383829317,PC
6854,6996.01,41875043,FP
6855,6997.01,357858008,PC
6856,6998.01,350733403,PC
6857,6999.01,444977814,FP
6858,700.01,150428135,CP
6859,700.02,150428135,CP
6860,700.03,150428135,CP
6861,700.04,150428135,CP
6862,7000.01,154926644,PC
6863,7001.01,85113291,PC
6864,7002.01,317290270,PC
6865,7003.01,219707850,PC
6866,7004.01,390207998,PC
6867,7005.01,99834321,APC
6868,7006.01,343336312,PC
6869,7007.01,289441015,FP
6870,7008.01,335661164,PC
6871,7009.01,405837291,PC
6872,701.01,219239945,FP
6873,7010.01,233867481,PC
6874,7011.01,167631701,PC
6875,7012.01,322369867,PC
6876,7013.01,67246795,PC
6877,7014.01,158657991,APC
6878,7015.01,11894726,PC
6879,7016.01,16740548,PC
6880,7017.01,1881298619,PC
6881,7018.01,156512187,PC
6882,7019.01,366119858,CP
6883,702.01,237914496,PC
6884,7020.01,233287217,PC
6885,7021.01,233855268,PC
6886,7022.01,125366299,PC
6887,7023.01,230856987,PC
6888,7024.01,354032153,PC
6889,7025.01,219803922,PC
6890,7026.01,219809549,PC
6891,7027.01,164783371,PC
6892,7028.01,416195843,PC
6893,7029.01,446166017,PC
6894,703.01,237928815,PC
6895,703.02,237928815,PC
6896,7030.01,430930679,PC
6897,7031.01,284592989,PC
6898,7032.01,22903436,PC
6899,7033.01,29953537,PC
6900,7034.01,418981325,APC
6901,7035.01,366074071,PC
6902,7036.01,284300833,PC
6903,7037.01,269343479,APC
6904,7038.01,210904767,PC
6905,7039.01,329981856,PC
6906,704.01,260004324,CP
6907,7040.01,277039287,PC
6908,7041.01,201175570,CP
6909,7042.01,345724317,FP
6910,7043.01,57299130,PC
6911,7044.01,263723967,PC
6912,7045.01,21720215,PC
6913,7046.01,201899356,PC
6914,7047.01,31142436,PC
6915,7048.01,235015217,PC
6916,7049.01,337217173,PC
6917,705.01,391904697,PC
6918,7050.01,50592053,PC
6919,7051.01,18574158,FP
6920,7052.01,22038430,PC
6921,7053.01,329821992,PC
6922,7054.01,62676654,PC
6923,7055.01,167227214,KP
6924,7056.01,110178537,KP
6925,7057.01,325670253,KP
6926,7058.01,317520667,KP
6927,7059.01,104866616,KP
6928,706.01,219345200,PC
6929,7060.01,469810663,PC
6930,7060.02,469810663,PC
6931,7061.01,244089109,KP
6932,7062.01,23961340,PC
6933,7063.01,248769312,PC
6934,7064.01,376867898,PC
6935,7065.01,383723559,FP
6936,7066.01,405010127,KP
6937,7067.01,139158696,KP
6938,7068.01,137685450,KP
6939,7069.01,160428500,PC
6940,707.01,167342439,PC
6941,707.02,167342439,PC
6942,7070.01,289218489,PC
6943,7071.01,14203588,PC
6944,7072.01,298658399,PC
6945,7073.01,276922692,PC
6946,7074.01,138609069,PC
6947,7075.01,66266024,PC
6948,7076.01,138225319,PC
6949,7077.01,188814758,PC
6950,7078.01,233266582,PC
6951,7079.01,287191183,APC
6952,708.01,391821647,FP
6953,7080.01,366725641,PC
6954,7081.01,142385671,PC
6955,7082.01,22740615,PC
6956,7083.01,286923515,PC
6957,7084.01,165337974,PC
6958,7085.01,364571121,APC
6959,7086.01,199289712,PC
6960,7087.01,233266797,PC
6961,7088.01,274411493,APC
6962,7089.01,195933415,PC
6963,709.01,396720998,APC
6964,709.02,396720998,PC
6965,7090.01,166178400,PC
6966,7091.01,296327387,PC
6967,7092.01,195483731,PC
6968,7093.01,62867537,APC
6969,7094.01,452864692,PC
6970,7095.01,395214388,PC
6971,7096.01,199488690,PC
6972,7097.01,293949992,PC
6973,7098.01,313922260,PC
6974,7099.01,430415564,PC
6975,710.01,309402106,FP
6976,7100.01,325765282,PC
6977,7101.01,444209952,PC
6978,7102.01,469523613,PC
6979,7103.01,197604890,PC
6980,7104.01,371579161,FP
6981,7105.01,417564823,PC
6982,7106.01,66545173,PC
6983,7107.01,237019002,PC
6984,7108.01,430406538,PC
6985,7109.01,430845815,PC
6986,711.01,38510224,PC
6987,711.02,38510224,PC
6988,7110.01,266488971,PC
6989,7111.01,200465781,PC
6990,7112.01,66286602,PC
6991,7113.01,335624180,PC
6992,7114.01,365712006,FP
6993,7115.01,361944563,APC
6994,7116.01,325908483,PC
6995,7117.01,199676274,APC
6996,7118.01,286382849,PC
6997,7119.01,420383981,PC
6998,712.01,150151262,CP
6999,712.02,150151262,CP
7000,712.03,150151262,FA
7001,712.04,150151262,CP
7002,7120.01,64198376,PC
7003,7121.01,469436001,FP
7004,7123.01,277853911,PC
7005,7124.01,345596003,PC
7006,7125.01,272829240,PC
7007,7126.01,344855300,PC
7008,7127.01,256418577,PC
7009,7128.01,269231011,PC
7010,7129.01,434086605,PC
7011,713.01,167600516,PC
7012,713.02,167600516,PC
7013,7130.01,434270112,PC
7014,7131.01,419524589,PC
7015,7132.01,404898080,PC
7016,7133.01,420018238,PC
7017,7134.01,269102377,PC
7018,7135.01,188539008,PC
7019,7136.01,470749725,PC
7020,7137.01,161687209,FP
7021,7138.01,269514008,PC
7022,7139.01,269330087,PC
7023,714.01,219195044,PC
7024,714.02,219195044,PC
7025,7140.01,371909591,PC
7026,7141.01,235717158,PC
7027,7142.01,263723781,PC
7028,7143.01,408548144,PC
7029,7144.01,400235555,PC
7030,7145.01,8416274,PC
7031,7146.01,402848417,FP
7032,7147.01,405542683,PC
7033,7148.01,351599985,PC
7034,7149.01,459323923,CP
7035,715.01,271971130,CP
7036,7150.01,352284958,PC
7037,7151.01,331619598,PC
7038,7152.01,378860702,PC
7039,7153.01,154869806,PC
7040,7154.01,377622130,PC
7041,7155.01,468350765,PC
7042,7156.01,376354189,PC
7043,7157.01,469523619,PC
7044,7158.01,431033767,PC
7045,7159.01,444159424,PC
7046,716.01,119081096,FP
7047,7160.01,154264903,PC
7048,7161.01,415461195,PC
7049,7162.01,341005781,PC
7050,7163.01,343774169,PC
7051,7164.01,326470400,FP
7052,7165.01,239277658,KP
7053,7166.01,288421619,CP
7054,7167.01,456482025,PC
7055,7168.01,427685831,KP
7056,7169.01,372048733,PC
7057,717.01,275248683,FP
7058,7170.01,63100069,PC
7059,7171.01,420191136,PC
7060,7172.01,302173245,PC
7061,7173.01,268727719,FP
7062,7174.01,25472026,PC
7063,7175.01,26999884,PC
7064,7176.01,44161614,PC
7065,7177.01,51768374,PC
7066,7178.01,419877797,PC
7067,7179.01,196201652,PC
7068,718.01,150247134,FA
7069,7180.01,314992600,PC
7070,7181.01,419878733,PC
7071,7182.01,408469564,PC
7072,7183.01,422159302,PC
7073,7184.01,426956677,PC
7074,7185.01,77490011,PC
7075,7186.01,124895104,PC
7076,7187.01,350064389,PC
7077,7188.01,317849098,PC
7078,7189.01,18885659,CP
7079,719.01,184952758,FP
7080,7190.01,277499689,PC
7081,7191.01,364007087,PC
7082,7192.01,123234747,PC
7083,7193.01,325086150,FP
7084,7194.01,24499407,PC
7085,7195.01,62682198,PC
7086,7196.01,39464158,PC
7087,7197.01,415377888,PC
7088,7198.01,317170536,PC
7089,7199.01,310586478,PC
7090,720.01,131419878,FP
7091,7200.01,205044976,PC
7092,7201.01,159893748,PC
7093,7202.01,116262653,PC
7094,7203.01,44388479,PC
7095,7204.01,71083829,PC
7096,7205.01,345009464,PC
7097,7206.01,120313529,PC
7098,7207.01,342276668,PC
7099,7208.01,388371132,PC
7100,7209.01,425706173,PC
7101,721.01,38571020,PC
7102,7210.01,466928064,PC
7103,7211.01,374800835,PC
7104,7212.01,377253700,PC
7105,7213.01,336264393,PC
7106,7214.01,251803342,PC
7107,7215.01,23912656,PC
7108,7216.01,69436501,PC
7109,7217.01,151760597,PC
7110,7218.01,279331929,PC
7111,7219.01,242674266,PC
7112,722.01,38509907,PC
7113,7220.01,344416349,FP
7114,7221.01,110828766,PC
7115,7222.01,466890210,PC
7116,7223.01,157808355,PC
7117,7224.01,466966249,PC
7118,7225.01,209320688,PC
7119,7226.01,350268913,PC
7120,7227.01,287948915,PC
7121,7228.01,397653875,PC
7122,7229.01,363040636,PC
7123,723.01,177077336,PC
7124,7230.01,238239232,PC
7125,7231.01,89362689,PC
7126,7232.01,282113152,PC
7127,7233.01,394924803,PC
7128,7234.01,418629890,PC
7129,7235.01,20607624,PC
7130,7236.01,374521355,PC
7131,7237.01,439598736,PC
7132,7238.01,251743761,PC
7133,7239.01,383364626,PC
7134,724.01,339961200,PC
7135,7240.01,41839508,PC
7136,7241.01,456401439,PC
7137,7242.01,426122272,PC
7138,7243.01,288953761,PC
7139,7244.01,435673126,FP
7140,7245.01,305026599,PC
7141,7246.01,407135911,PC
7142,7247.01,51318828,FP
7143,7248.01,358975793,PC
7144,7249.01,219089784,PC
7145,725.01,410245915,FP
7146,7250.01,459728249,CP
7147,7251.01,298291597,PC
7148,7252.01,289047954,PC
7149,7253.01,383358873,PC
7150,7254.01,260767135,APC
7151,7255.01,166099360,PC
7152,7256.01,334798754,PC
7153,7257.01,274057129,PC
7154,7258.01,298189225,PC
7155,7259.01,160103855,PC
7156,726.01,174143743,FP
7157,7260.01,418866096,FP
7158,7261.01,297413553,PC
7159,7262.01,87932853,PC
